60;en;;;;;
60;fr;;;;;
60;nl;;;;;
61;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;12.04.2013 - 15.09.2013;Vom 12.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 15.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Am Eingang von Les Sables d'Olonne, einer der prestigeträchtigsten Badestädte in der Vendée, erwarten Sie Dünen, feine Sandstrände und Spaziergänge in der Vogelreserve. Der familienfreundliche Campingplatz „Bois Soleil“ hält zudem Ferienspaß zwischen Meer und Wald für Sie bereit.
61;en;France;;;;
61;fr;France;8h-11h/15h-20h;12/04/2013-15/09/2013;Du 12/04/2013 au 06/07/2013 et du 31/08/2013 au 15/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Situé aux portes des Sables d'Olonne, une des plus prestigieuses stations Vendéennes, les dunes, la plage de sable fin et les promenades dans la réserve d'oiseaux vous attendent. Ce camping familial Bois Soleil vous réserve tous les plaisirs des vacances entre mer et forêt.
61;nl;France;;;;
62;de;;;;;
62;en;;;;;
62;fr;;;;;
62;nl;;;;;
63;de;;8:00 - 10:00 Uhr/17:00 - 20:00 Uhr;06.04.2013 - 29.09.2013;Vom 06.04.2013 bis zum 06.07.2013 und vom 24.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 24.08.2013 samstags.;Drei Kilometer von den feinen Sandstränden von La Tranche sur Mer entfernt gelegen empfängt Sie der Campingplatz „Les Almadies“ in einer Grünanlage von 11 ha, umgeben von einem hübschen Kanal.
63;en;;;;;
63;fr;;8h-10h/17-20h;06/04/2013-29/09/2013;Du 06/04/2013 au 06/07/2013 et du 24/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 24/08/2013 le samedi.;"""A 3 km des plages de sable fin de la Tranche sur Mer,  le camping les Almadies vous accueille dans un écrin de verdure de 11ha,  bordé d'un joli canal."""
63;nl;;;;;
64;de;;8:00 - 10:00 Uhr/17:00 - 20:00 Uhr;20.04.2013 - 29.09.2013;Vom 20.04.2013 bis zum 06.07.2013 und vom 24.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 24.08.2013 samstags.;Nur 15 Minuten vom Meer entfernt können Sie auf dem Campingplatz „Bois de Pleuven“ neue Energie tanken. Die zwischen Quimper und Concarneau in St. Yvi gelegene Anlage erstrecht sich über ein Waldgebiet von 17 ha. 
64;en;;;;;
64;fr;;8h-10h/17-20h;20/04/2013-29/09/2013;Du 20/04/2013 au 06/07/2013 et du 24/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 24/08/2013 le samedi.;A 15mn de l'océan, venez vous ressourcer au Bois de Pleuven. Ce camping, situé à St Yvi entre Quimper et Concarneau, s'étend sur une forêt de 17 ha. 
64;nl;;;;;
65;de;;;;;
65;en;;;;;
65;fr;;;;;
65;nl;;;;;
66;de;;;;;
66;en;;;;;
66;fr;;;;;
66;nl;;;;;
67;de;;8:00 – 11:00 Uhr/17:00 - 20:00 Uhr;27.04.2013 - 29.09.2013;Vom 27.04.2013 bis zum 06.07.2013 und vom 24.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 24.08.2013 samstags.;Am Ufer des Lac du Laouzas und im Herzen des Naturparks Haut-Languedoc gelegen, erwartet Sie der Campingplatz „Rieumontagné“ in Nages. Genießen Sie den Seestrand, die Wassersportaktivitäten sowie zahlreiche Wanderwege in der Region.
67;en;;;;;
67;fr;;8h-11h/17h-20h;27/04/2013-29/09/2013;Du 27/04/2013 au 06/07/2013 et du 24/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 24/08/2013 le samedi.;C'est sur les rives du lac de Laouzas, au cœur du parc du Haut Languedoc, que le camping Rieumontagné de Nages vous attend. Profitez de la plage de lac, d'un espace de loisirs nautiques et des nombreuses randonnées de la région.
67;nl;;;;;
68;de;;;;;
68;en;;;;;
68;fr;;;;;
68;nl;;;;;
69;de;;;;;
69;en;;;;;
69;fr;;;;;
69;nl;;;;;
70;de;;;;;
70;en;;;;;
70;fr;;;;;
70;nl;;;;;
71;de;;;;;
71;en;;;;;
71;fr;;;;;
71;nl;;;;;
72;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;13.04.2013 - 29.09.2013;Vom 13.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 29.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Träumen Sie den Traum von Belle-Ile-en-Mer! Und residieren Sie auf dem Campingplatz „Bordenéo“ für unvergessliche Ferien auf einer zauberhaften Insel in der Bretagne. Genießen Sie die Badelandschaft der Anlage sowie die Ruhe und atemberaubende Lage.
72;en;France;;;;
72;fr;France;8h-11h/15h-20h;13/04/2013-29/09/2013;Du 13/04/2013 au 06/07/2013 et du 31/08/2013 au 29/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Ah ! Belle Ile en Mer...le rêve ! Rendez vous au camping Bordenéo pour des vacances mémorables, sur une magnifique île bretonne. Profitez de l'espace aquatique du camping, de son calme et de sa situation géographique à couper le souffle.
72;nl;France;;;;
73;de;;8:00 - 10:00 Uhr/17:00 - 20:00 Uhr;27.04.2013 - 29.09.2013;Vom 27.04.2013 bis zum 06.07.2013 und vom 24.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 24.08.2013 samstags.;Am Lac de la Selves gelegen, bietet Ihnen der Campingplatz „Les Tours“ gleich eine ganze Palette an Aktivitäten: Schwimmbecken, Strand und Wassersport auf dem See. Verbringen Sie Ihre Urlaubstage im Einklang mit der traumhaften Natur von Aveyron. Hier sind Ruhe und Entspannung pur angesagt!
73;en;;;;;
73;fr;;8h-10h/17h-20h;27/04/2013-29/09/2013;Du 27/04/2013 au 06/07/2013 et du 24/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 24/08/2013 le samedi.;Au bord du lac de la Selves, le camping les Tours propose une gamme complète d'activités : piscine, plage et nautisme sur le lac. Passez des vacances en communion avec la superbe nature de l'Aveyron. Calme, quiétude seront au rendez-vous : ressourcez-vous !
73;nl;;;;;
74;de;;;;;
74;en;;;;;
74;fr;;;;;
74;nl;;;;;
75;de;;8:00 - 10:00 Uhr/17:00 - 20:00 Uhr;06.04.2013 - 29.09.2013;Vom 06.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 31.08.2013 samstags.;Lassen Sie sich am Fuße des Luberons von dem provenzalischen Dorf Roque d'Anthéron im sonnigen Rhythmus des Zikadengesangs wiegen. Der am Ufer der Durance gelegene, 10 ha große Campingplatz „Domaine des Iscles“ empfängt Sie in mediterraner Sanftheit.
75;en;;;;;
75;fr;;8h-10h/17h-20h;06/04/2013-29/09/2013;Du 06/04/2013 au 06/07/2013 et du 31/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 31/08/2013 le samedi.;Au pied du Luberon, le village provençal de la Roque d’Anthéron vous fera voyager au rythme ensoleillé du chant des cygales. Au bord de la Durance, le camping Domaine des Iscles, de 10 ha, vous accueille dans la douceur méditerranéenne.
75;nl;;;;;
76;de;;;;;
76;en;;;;;
76;fr;;;;;
76;nl;;;;;
77;de;;;;;
77;en;;;;;
77;fr;;;;;
77;nl;;;;;
78;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;12.04.2013 - 15.09.2013;Vom 12.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 15.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Tanken Sie neue Energie in Natur und Wald, und verweilen Sie einige Zeit auf dem Campingplatz „Domaine des Pins“. Dabei werden Ihnen unsere Badeanlage mit überdachtem Schwimmbecken und die zahlreichen Serviceleistungen Ihren Urlaub noch angenehmer machen, egal ob Sie mit der Familie oder mit Freunden in Saint Hilaire de Riez residieren.
78;en;France;;;;
78;fr;France;8h-11h/15h-20h;12/04/2013-15/09/2013;Du 12/04/2013 au 06/07/2013 et du 31/08/2013 au 15/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Dans un cadre naturel et boisé, ressourcez-vous au Domaine des Pins. Profitez de l'espace aquatique avec sa piscine couverte et des nombreux services du camping, qui faciliteront vos vacances, et vous permettront de vous retrouver en famille ou entre amis à saint Hilaire de Riez.
78;nl;France;;;;
79;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;12.04.2013 - 15.09.2013;Vom 12.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 15.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Der Urlaubsort Vendays-Montalivet ist ebenso dynamisch wie der Campingplatz „Atlantic Club Montalivet“. Dabei lassen der neu gestalte Badebereich, das Wellness-Center und die Veranstaltungen für Kinder und Erwachsene neben den vielen Serviceleistungen Ihren Aufenthalt zu wahren Ferien werden.
79;en;France;;;;
79;fr;France;8h-11h/15h-20h;12/04/2013-15/09/2013;Du 12/04/2013 au 06/07/2013 et du 31/08/2013 au 15/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;"""Vendays-Montalivet est une station de vacances dynamique, tout comme le camping Atlantic Club Montalivet. Retrouvez un grand espace aquatique refait à neuf, un espace bien-être et aussi des animations pour les enfants et pour les adultes...sans oublier les services à disposition pour être vraiment en vacances."""
79;nl;France;;;;
80;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;27.04.2013 - 15.09.2013;Vom 27.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 15.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Die ideale Lage des Campingplatzes „Les Ajoncs d'Or“, unweit von La Baule, Guérande und Le Pouliguen gelegen, sorgt für entspannte Ferien mit der Familie. Die mit jeglichem Komfort ausgestatte Anlage verbindet Ruhe und gute Laune und ist Ihr idealer Ferienbegleiter.
80;en;France;;;;
80;fr;France;8h-11h/15h-20h;27/04/2013-15/09/2013;Du 27/04/2013 au 06/07/2013 et du 31/08/2013 au 15/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;"""La situation idéale de ce camping Les Ajoncs d'Or, près de La Baule, de Guérande et du Pouliguen, vous fera passer des vacances familiales et décontractées. Ce camping tout confort, alliant calme et bonne humeur, sera l'allié de vos vacances réussies."""
80;nl;France;;;;
81;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;13.04.2013 - 08.09.2013;Vom 13.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 08.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Inmitten eines Pinienwaldes von 10 ha und nur 4 km von den Stränden entfernt werden Groß und Klein die optimal ausgestattete Badelandschaft (Hallenbad, Rutschen, Planschbecken ...) des Campingplatzes „Les Biches“ zu schätzen wissen. Sportaktivitäten, Animationen und Erholung sorgen für gelungene Ferien in der Sonne, eingebettet in den idyllischen Rahmen von Saint Hilaire de Riez.
81;en;France;;;;
81;fr;France;8h-11h/15h-20h;13/04/2013-08/09/2013;Du 13/04/2013 au 06/07/2013 et du 31/08/2013 au 08/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Au coeur d'une pinède de 10ha, à 4 km seulement des plages, petits et grands apprécieront l'espace aquatique très bien équipé (piscine couverte, toboggans,pataugeoire...) du camping Les Biches. Activités sportives, animations, détente vous attendent pour des vacances au soleil, dans un cadre idyllique, à Saint Hilaire de Riez.
81;nl;France;;;;
82;de;Frankreich;8:00 – 10:00 - 15:00 - 20:00 Uhr;06.04.2013 - 29.09.2013;Vom 06.04.2013 bis zum 06.07.2013 und vom 24.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 24.08.2013 samstags. ;Tanken Sie frische Luft und gönnen Sie sich eine wirklich schöne Zeit auf dem Campingplatz „Aqua Viva“ in Carssac-Aillac, im Herzen der französischen Region Dordogne, die über ein reiches Kulturerbe von außergewöhnlicher Bedeutung verfügt.
82;en;France;;;;
82;fr;France;8h-10h-17h-20h;06/04/2013-29/09/2013;Du 06/04/2013 au 06/07/2013 et du 24/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 24/08/2013 le samedi. ;Offrez vous une véritable bouffée d'air frais sur le camping Aqua Viva situé à Carssac-Aillac au cœur de la Dordogne, région riche d'un patrimoine culturel exceptionel. 
82;nl;France;;;;
83;de;Frankreich;;;;
83;en;France;;;;
83;fr;France;;;;
83;nl;France;;;;
84;de;Frankreich;;;;
84;en;France;;;;
84;fr;France;;;;
84;nl;France;;;;
85;de;Frankreich;8:00 - 10:00 Uhr/17:00 - 20:00 Uhr;27.04.2013 - 29.09.2013;Vom 27.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 31.08.2013 samstags.;Nur 10 Minuten von dem berühmten Badeort Mimizan entfernt liegt der Campingplatz „Aurilandes“ in dem außergewöhnlichen Naturgebiet von Aureilhan eingebettet. Zahlreiche Aktivitäten und eine wunderschöne Badelandschaft erwarten Sie und die ganze Familie am Seeufer ...
85;en;France;;;;
85;fr;France;8h-10h/17-20h;27/04/2013-29/09/2013;Du 27/04/2013 au 06/07/2013 et du 31/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 31/08/2013 le samedi.;A 10 minutes de Mimizan, célébre satation balnéaire , le camping Aurilandes est situé à Aureilhan dans une zone naturelle exceptionnelle. Les nombreuses activités, le bel espace auatique et la bordure du lac raviront toute la famille 
85;nl;France;;;;
86;de;Frankreich;8:00 - 10:00 - 17:00 - 20:00 Uhr;06.04.2013 - 29.09.2013;Vom 06.04.2013 bis zum 06.07.2013 und vom 24.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 24.08.2013 samstags. ;Auf dem Campingplatz „La Baie du Kernic“ können Sie ganz in die bretonische Kultur eintauchen: Besuchen Sie das Dorf Plouescat in der Nähe von Roscoff und den in nur 300 m Entfernung liegenden Strand.
86;en;France;;;;
86;fr;France;8h-10h-17h-20h;06/04/2013-29/09/2013;Du 06/04/2013 au 06/07/2013 et du 24/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 24/08/2013 le samedi. ;Le camping la Baie du Kernic vous plonge dans la culture bretonne grâce au village de Plouescat proche de Roscoff et de sa plage accessible à seulement 300m. 
86;nl;France;;;;
87;de;Frankreich;8:00 - 10:00 - 17:00 - 20:00 Uhr;06.04.2013 - 29.09.2013;Vom 06.04.2013 bis zum 06.07.2013 und vom 24.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 24.08.2013 samstags. ;Ganz in der Nähe des zauberhaften Strands von La Baule liegt der Campingplatz „Le Bois d'Amour“ unweit von Geschäften und Märkten entfernt.
87;en;France;;;;
87;fr;France;8h-10h-17h-20h;06/04/2013-29/09/2013;Du 06/04/2013 au 06/07/2013 et du 24/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 24/08/2013 le samedi. ;Au plus proche de la magnifique plage de la Baule, le camping Le Bois d'Amour est idéalement situé à proximité des commerces et des marchés locaux.
87;nl;France;;;;
88;de;Italien;8:00 - 10:00 Uhr/17:00 - 20:00 Uhr;27.04.2013 - 29.09.2013;Vom 27.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 31.08.2013 samstags. ;Der Campingplatz „Ca'Savio“ in Cavallino-Treporti ist der ideale Ort für den Familienurlaub schlechthin. Zahlreiche Sportaktivitäten und eine wunderschöne Badelandschaft lassen für Groß und Klein keine Wünsche offen.
88;en;Italie;;;;
88;fr;Italie;8h-10h/17h-20h;27/04/2013-29/09/2013;Du 27/04/2013 au 06/07/2013 et du 31/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 31/08/2013 le samedi. ;Le camping Ca'Savio situé à Cavallino-Treporti est le lieu idéal pour passer des vacances familiales par excellence.de nombreuses activités sportives et un bel espace aquatique raviront petits et grands. 
88;nl;Italie;;;;
89;de;Frankreich;8:00 - 10:00 - 17:00 - 20:00 Uhr;06.04.2013 - 29.09.2013;Vom 06.04.2013 bis zum 06.07.2013 und vom 24.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 24.08.2013 samstags. ;Der Campingplatz „Les Catalpas“ heißt Sie auf mehr als 2 ha Gelände, ganz in der Nähe der berühmten Gironde-Mündung, willkommen. St Georges-de-Didonne liegt im Herzen einer Region, die über eine reiche Kultur verfügt und ist der ideale Ort für Ihren erholsamen Urlaub.
89;en;France;;;;
89;fr;France;8h-10h-17h-20h;06/04/2013-29/09/2013;Du 06/04/2013 au 06/07/2013 et du 24/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 24/08/2013 le samedi. ;Le camping les Catalpas vous accueille sur plus de 2 ha, à proximité du célèbre estuaire de la Gironde. Idéal pour des vacances sous le signe de la découverte, St Georges-de-Didonne est situé au cœur d'une région dotée d'un rioche patrimoine.
89;nl;France;;;;
90;de;Frankreich;;;;
90;en;France;;;;
90;fr;France;;;;
90;nl;France;;;;
91;de;Frankreich;;;;
91;en;France;;;;
91;fr;France;;;;
91;nl;France;;;;
92;de;Italien;;;;
92;en;Italie;;;;
92;fr;Italie;;;;
92;nl;Italie;;;;
93;de;Frankreich;;;;
93;en;France;;;;
93;fr;France;;;;
93;nl;France;;;;
94;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;26.04.2013-15.09.2013;Vom 26.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 15.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;In einem 4,3 ha großen Pinienwald - von der Düne geschützt und nur 5 Minuten von den Stränden entfernt - werden Sie in Saint Jean de Monts vom Vogelgesang geweckt. Der Campingplatz „California“ serviert Ihnen in seiner Parkanlage den Entspannungs-Cocktail für gelungene Ferien.
94;en;France;;;;
94;fr;France;8h-11h/15h-20h;26/04/2013-15/09/2013;Du 26/04/2013 au 06/07/2013 et du 31/08/2013 au 15/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Dans une pinède de 4,3 ha, à l'abri de la dune, à 5 min des plages, découvrez le plaisir de vous réveiller au chant des oiseaux à Saint Jean de Monts. Le camping California, avec son cadre de verdure, vous procurera le cocktail de détente nécessaire à des vacances réussies.
94;nl;France;;;;
95;de;Frankreich;8:00 - 10:00 Uhr/17:00 - 20:00 Uhr;27.04.2013 - 06.09.2013;Vom 27.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 06.09.2013 täglich. Vom 06.07.2013 bis zum 31.08.2013 samstags.;Verbringen Sie auf dem zwischen Narbonne-Plage und Gruissan gelegenen Campingplatz „Côte des Roses“ einen zauberhaften Urlaub mit mittelmeerischem Akzent.
95;en;France;;;;
95;fr;France;8h-10h/17-20h;27/04/2013-06/09/2013;Du 27/04/2013 au 06/07/2013 et du 31/08/2013 au 06/09/2013 tous les jours. Du 06/07/2013 au 31/08/2013 le samedi.;Venez vivre des vacances magiques aux accents méditerranéens sur le camping la Côte des Rose, entre Narbonne-Plage et Gruissan.
95;nl;France;;;;
96;de;Frankreich;8:00 - 10:00 - 17:00 - 20:00 Uhr;06.04.2013 - 29.09.2013;Vom 06.04.2013 bis zum 06.07.2013 und vom 24.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 24.08.2013 samstags. ;Der Campingplatz „La Côte Sauvage“ auf der Ile de Ré, in unmittelbarer Nähe des Dorfzentrums von St. Clément des Baleines gelegen, wird Sie mit seiner weitläufigen Parkanlage verführen und Sie ausgefallene Unterkünfte entdecken lassen.
96;en;France;;;;
96;fr;France;8h-10h-17h-20h;06/04/2013-29/09/2013;Du 06/04/2013 au 06/07/2013 et du 24/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 24/08/2013 le samedi. ;Sur l'île de Ré, à quelques pas du centre du village de St Clément des Baleines, le camping la Côte sauvage vous séduira par son vaste parc et vous permettra de découvrir des hébergements insolites.
96;nl;France;;;;
97;de;Frankreich;8:00 - 10:00 Uhr/17:00 - 20:00 Uhr;27.04.2013 - 29.09.2013;Vom 27.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 31.08.2013 samstags.;Im Herzen des regionalen Naturparks Verdon thront der Campingplatz „Le Coteau de la Marine“ auf der Hochebene Valensole und bietet Ihnen Urlaub in provenzalischer Luft. Wohlgeruch, Natur, Entspannung, Baden und Entdeckungen - für unvergessliche Momente!
97;en;France;;;;
97;fr;France;8h-10h/17-20h;27/04/2013-29/09/2013;Du 27/04/2013 au 06/07/2013 et du 31/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 31/08/2013 le samedi.;Au coeur du parc régional du Verdon, sur le plateau de Valensole, le camping le Coteau de la Marine vous propose des vacances sous le signe du bon air provençal. Senteurs, nature, détente, baignades et découvertes feront de vos vacances, un moment inoubliable !
97;nl;France;;;;
98;de;Spanien;;;;
98;en;Espagne;;;;
98;fr;Espagne;;;;
98;nl;Espagne;;;;
99;de;Frankreich;;;;
99;en;France;;;;
99;fr;France;;;;
99;nl;France;;;;
100;de;Frankreich;;;;
100;en;France;;;;
100;fr;France;;;;
100;nl;France;;;;
101;de;Frankreich;;;;
101;en;France;;;;
101;fr;France;;;;
101;nl;France;;;;
102;de;Frankreich;;;;
102;en;France;;;;
102;fr;France;;;;
102;nl;France;;;;
103;de;Frankreich;;;;
103;en;France;;;;
103;fr;France;;;;
103;nl;France;;;;
104;de;Frankreich;;;;
104;en;France;;;;
104;fr;France;;;;
104;nl;France;;;;
107;de;Frankreich;;;;
107;en;France;;;;
107;fr;France;;;;
107;nl;France;;;;
108;de;Frankreich;;;;
108;en;France;;;;
108;fr;France;;;;
108;nl;France;;;;
109;de;Frankreich;;;;
109;en;France;;;;
109;fr;France;;;;
109;nl;France;;;;
110;de;Frankreich;8:00 - 10:00 Uhr/17:00 - 20:00 Uhr;12.04.2013 - 15.09.2013;Vom 12.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 15.09.2013 täglich. Vom 06.07.2013 bis 31.08.2013 samstags.;Der sich über 20 ha erstreckende Campingplatz „La Dune Blanche“ heißt Sie im Schatten maritimer Pinienbäume in Camiers willkommen. Die Badelandschaft und das Umfeld, insbesondere Le Touquet Paris Plage und La Côte d'Opale, werden Sie schlichtweg verzaubern.
110;en;France;;;;
110;fr;France;8h-10h/17-20h;12/04/2013-15/09/2013;Du 12/04/2013 au 06/07/2013 et du 31/08/2013 au 15/09/2013 tous les jours. Du 06/07/2013 au 31/08/2013 le samedi.;Le Domaine de 20 ha du camping de la Dune Blanche vous attend à l’ombre des pins maritimes, à Camiers. L’espace aquatique et les environs, notamment Le Touquet Paris Plage et la Côte d’Opale, vous émerveilleront.
110;nl;France;;;;
111;de;Frankreich;;;;
111;en;France;;;;
111;fr;France;;;;
111;nl;France;;;;
112;de;Frankreich;8:00 - 10:00 Uhr/17:00 - 20:00 Uhr;06.04.2013 - 29.09.2013;Vom 06.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 31.08.2013 samstags.;Der Campingplatz „Ensoya“ empfängt Sie in einem natürlichen, ruhigen und schattigen Rahmen, nur 4 km von der Réserve Africaine de Sigean und 7 km von den Stränden entfernt.
112;en;France;;;;
112;fr;France;8h-10h/17-20h;06/04/2013-29/09/2013;Du 06/04/2013 au 06/07/2013 et du 31/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 31/08/2013 le samedi.;Le camping Ensoya vous accueille dans un cadre naturel, calme et ombragé à seulement 4km de la réserve africaine de Sigean et à 7 km des plages.
112;nl;France;;;;
113;de;Frankreich;8:00 - 10:00 Uhr/17:00 - 20:00 Uhr;06.04.2013 - 29.09.2013;Vom 06.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 29.09.2013 täglich. Vom 06.07.2013 bis zum 31.08.2013 samstags.;In 4 km Entfernung vom Strand, ganz in der Nähe des Etang de Thau, zwischen Montpellier und Sète, empfängt Sie der Campingplatz „L'Europe“ in einer Parkanlage von 5 ha in Voc La Gardiole. Die Badelandschaft, Veranstaltungen und Sportaktivitäten sorgen für Abwechslung für die ganze Familie!
113;en;France;;;;
113;fr;France;8h-10h/17-20h;06/04/2013-29/09/2013;Du 06/04/2013 au 06/07/2013 et du 31/08/2013 au 29/09/2013 tous les jours. Du 06/07/2013 au 31/08/2013 le samedi.;A 4 km de la plage, tout près de l'étang de Thau, entre Montpellier et Sète, à Voc La Gardiole, le camping l’Europe vous accueille dans un parc de 5 ha. Son espace aquatique, ses animations et ses activités sportives seront des distractions idéales pour toute la famille !
113;nl;France;;;;
114;de;Frankreich;;;;
114;en;France;;;;
114;fr;France;;;;
114;nl;France;;;;
115;de;Frankreich;;;;
115;en;France;;;;
115;fr;France;;;;
115;nl;France;;;;
116;de;Italien;8:00 - 10:00 Uhr/17:00 - 20:00 Uhr;24.04.2013 - 13.10.2013;Vom 24.04.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 13.10.2013 täglich. Vom 06.07.2013 bis zum 31.08.2013 samstags.;Der Campingplatz „Le Free Time“ in Marina di Bibbona in idealer Lage verspricht Badespaß und toskanische Kultur. Der ideale Campingplatz für Sie und Ihre Familie!
116;en;Italie;;;;
116;fr;Italie;8h-10h/17h-20h;24/04/2013-13/10/2013;Du 24/04/2013 au 06/07/2013 et du 31/08/2013 au 13/10/2013 tous les jours. Du 06/07/2013 au 31/08/2013  le samedi.;Situé à Marina di Bibbona, le Free Time est idéalement situé pour profiter des  joies du balnéaire et profiter du patrimoine de la Toscane.Camping idéal pour les familles.
116;nl;Italie;;;;
117;de;Frankreich;8:00 - 11:00 Uhr/15:00 - 20:00 Uhr;17.05.2013 - 08.09.2013;Vom 17.05.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 08.09.2013 täglich außer dienstags. Vom 06.07.2013 bis zum 31.08.2013 mittwochs und samstags.;Der zwischen Gap und Sisteron, den Alpen und der Provence gelegene Campingplatz „Du Lac“ in Curbans befindet sich an den Ufern der Durance. Entdecken Sie diesen idealen Ort für Berg- und Naturliebhaber.
117;en;France;;;;
117;fr;France;8h-11h/15h-20h;17/05/2013-08/09/2013;Du 17/05/2013 au 06/07/2013 et du 31/08/2013 au 08/09/2013 tous les jours sauf le mardi. Du 06/07/2013 au 31/08/2013 le mercredi et le samedi.;Le camping du Lac à Curbans, entre Gap et Sisteron, est situé entre les Alpes et la Provence, en bordure de la Durance. Découvrez l'endroit idéal pour tous les amoureux de la montagne et de la nature.
117;nl;France;;;;
118;de;Frankreich;;;;
118;en;France;;;;
118;fr;France;;;;
118;nl;France;;;;
120;de;Spanien;8:00 - 10:00 Uhr/17:00 - 20:00 Uhr;23.03.2013 - 22.09.2013;Vom 23.03.2013 bis zum 06.07.2013 und vom 31.08.2013 bis zum 22.09.2013 täglich. Vom 06.07.2013 bis zum 31.08.2013 samstags. ;Umgeben von einem Pinienwald und gegenüber dem Archipel der Medas-Inseln gelegen, begeistert der Campingplatz „Interpals“ die ganze Familie. In Platja de Pals, nur 200 m von einem großen feinen Sandstrand entfernt, können Sie die ideale Lage in vollen Zügen genießen.
120;en;Espagne;;;;
